,id,latitude,longitude,time
1790,1608287613957392028_4917610332,40.411070579405,-3.6830847771771,2017-09-20 18:27:25
1791,1608287591585523683_3645511044,40.4183004373,-3.70945134997,2017-09-20 18:27:22
1792,1608287586382776794_209255559,40.40027778,-3.68305556,2017-09-20 18:27:22
1793,1608287579698300995_4666388365,40.42554,-3.70215,2017-09-20 18:27:21
1794,1608287566008570366_321720049,40.392025236306,-3.6976323605438,2017-09-20 18:27:19
1795,1608287522932608942_568006698,40.410905,-3.692897,2017-09-20 18:27:14
1796,1608287503119048533_1102492130,40.4,-3.68333,2017-09-20 18:27:12
1797,1608287474882591967_268331641,40.40931,-3.70437,2017-09-20 18:27:08
1798,1608287402672061602_5758571039,40.4,-3.68333,2017-09-20 18:27:00
1801,1608287395617375956_2135032143,40.4,-3.68333,2017-09-20 18:26:59
1802,1608287392262165173_242944660,40.44903,-3.71803,2017-09-20 18:26:59
1804,1608287376365832051_496895902,40.4151461,-3.7068644,2017-09-20 18:26:57
1805,1608287372783594844_46453901,40.4,-3.68333,2017-09-20 18:26:56
1806,1608287335178662777_1447241167,40.4,-3.68333,2017-09-20 18:26:52
1808,1608287329181323244_2831739,40.41969,-3.70428,2017-09-20 18:26:51
1809,1608287279737337619_9023870,40.415465028143,-3.7088205806296,2017-09-20 18:26:45
1810,1608287275576302235_579528167,40.4,-3.68333,2017-09-20 18:26:45
1812,1608287264588063325_181494201,40.4,-3.68333,2017-09-20 18:26:43
1813,1608287252626819574_187989299,40.4,-3.68333,2017-09-20 18:26:42
1814,1608287197169814889_41260910,40.4,-3.68333,2017-09-20 18:26:35
1815,1608287140337037543_46222604,40.41914,-3.69805,2017-09-20 18:26:29
1816,1608287105598024069_5937533414,40.4,-3.68333,2017-09-20 18:26:24
1817,1608287090523703127_4531286769,40.4037999,-3.69089,2017-09-20 18:26:23
1818,1608287073530204582_201139999,40.4,-3.68333,2017-09-20 18:26:21
1819,1608287071566069414_218868056,40.4,-3.68333,2017-09-20 18:26:20
1820,1608287044336253302_2068746965,40.41416863816,-3.6924807527939,2017-09-20 18:26:17
1821,1608287034900008147_292139707,40.4183004373,-3.70945134997,2017-09-20 18:26:16
1822,1608286995087351969_2254288007,40.4,-3.68333,2017-09-20 18:26:11
1824,1608286966054769967_145075023,40.41987,-3.7022,2017-09-20 18:26:08
1825,1608286890524156145_300053365,40.4,-3.68333,2017-09-20 18:25:59
1827,1608286873485214313_5335496041,40.452937259887,-3.688770173838,2017-09-20 18:25:57
1828,1608286758848379950_5451472057,40.4466666667,-3.69222222222,2017-09-20 18:25:43
1829,1608286732959148358_32355741,40.4,-3.68333,2017-09-20 18:25:40
1831,1608286723606710788_4678896484,40.416839640983,-3.7069664375422,2017-09-20 18:25:39
1832,1608286698650611444_4259005783,40.4,-3.68333,2017-09-20 18:25:36
1833,1608286691947650551_496817450,40.4,-3.68333,2017-09-20 18:25:35
1834,1608286669541589016_5556539354,40.4,-3.68333,2017-09-20 18:25:32
1835,1608286636374721828_2214999980,40.40853,-3.69401,2017-09-20 18:25:29
1838,1608286564148189720_6021608687,40.4,-3.68333,2017-09-20 18:25:20
1839,1608286543603969016_22291141,40.41698279069,-3.7031736319157,2017-09-20 18:25:17
1840,1608286540953771699_2096096948,40.45214,-3.6885,2017-09-20 18:25:17
1841,1608286532916264611_209255559,40.4,-3.68333,2017-09-20 18:25:16
1842,1608286523915374118_2214218349,40.4,-3.68333,2017-09-20 18:25:15
1843,1608286509051294269_5839476107,40.3753401794,-3.73129735239,2017-09-20 18:25:13
1844,1608286500729265817_261475607,40.4206029,-3.7068264,2017-09-20 18:25:12
1845,1608286437438129986_2234373919,40.42015,-3.68963,2017-09-20 18:25:05
1846,1608286383583353632_6021608687,40.4,-3.68333,2017-09-20 18:24:58
1847,1608286380209878202_5688885283,40.4,-3.68333,2017-09-20 18:24:58
1848,1608286284077652536_6021608687,40.4,-3.68333,2017-09-20 18:24:47
1849,1608286219232451316_1582864450,40.4238118,-3.6719812,2017-09-20 18:24:39
1850,1608318913035341966_5758616564,40.45142,-3.69489,2017-09-20 19:29:36
1851,1608318604066839690_236874230,40.452937259887,-3.688770173838,2017-09-20 19:28:59
1852,1608318586190672063_1192734029,40.4238118,-3.6719812,2017-09-20 19:28:57
1853,1608318580369427416_5473260397,40.417186111111,-3.6967805555556,2017-09-20 19:28:57
1854,1608318557989232403_1360374582,40.42534,-3.69177,2017-09-20 19:28:54
1855,1608318546471225774_581097897,40.40972,-3.70215,2017-09-20 19:28:53
1856,1608318544196603166_43673149,40.4,-3.68333,2017-09-20 19:28:52
1858,1608318489058238654_1611221524,40.424052777778,-3.7177777777778,2017-09-20 19:28:46
1860,1608318459849147620_1322214640,40.392025236306,-3.6976323605438,2017-09-20 19:28:42
1861,1608318343121979048_3047417265,40.452937259887,-3.688770173838,2017-09-20 19:28:28
1862,1608318296740952231_5758616564,40.45142,-3.69489,2017-09-20 19:28:23
1863,1608318264335990145_1288236270,40.41416863816,-3.6924807527939,2017-09-20 19:28:19
1864,1608318242215397367_730029778,40.432164575626,-3.7248957621159,2017-09-20 19:28:16
1865,1608318143206026054_4853297453,40.452937259887,-3.688770173838,2017-09-20 19:28:04
1866,1608318082403760180_2178628863,40.4,-3.68333,2017-09-20 19:27:57
1867,1608318051231949679_259143004,40.4,-3.68333,2017-09-20 19:27:53
1868,1608318016261370560_353069764,40.442350295858,-3.7125338917541,2017-09-20 19:27:49
1869,1608317996095031437_1580534060,40.452937259887,-3.688770173838,2017-09-20 19:27:47
1870,1608317990154074566_1150753474,40.4,-3.68333,2017-09-20 19:27:46
1871,1608317983730332731_318986272,40.440167966615,-3.7310771256232,2017-09-20 19:27:45
1872,1608317937062715899_3856009,40.4,-3.68333,2017-09-20 19:27:40
1873,1608317935814016868_1556667612,40.452937259887,-3.688770173838,2017-09-20 19:27:40
1875,1608317927214647920_3168538515,40.41702,-3.70429,2017-09-20 19:27:39
1876,1608317920228031172_17243291,40.452937259887,-3.688770173838,2017-09-20 19:27:38
1878,1608317885699093609_5758616564,40.45142,-3.69489,2017-09-20 19:27:34
1879,1608317863393846616_20641820,40.4,-3.68333,2017-09-20 19:27:31
1881,1608317819094864256_413659197,40.452937259887,-3.688770173838,2017-09-20 19:27:26
1882,1608317816519249972_201046189,40.452937259887,-3.688770173838,2017-09-20 19:27:26
1884,1608317759561488334_1589572120,40.432771061767,-3.688009452362,2017-09-20 19:27:19
1885,1608317745082336906_453802932,40.41666667,-3.70388889,2017-09-20 19:27:17
1886,1608317736257325161_4272444828,40.411070579405,-3.6830847771771,2017-09-20 19:27:16
1887,1608317683273843819_5644601417,40.4238118,-3.6719812,2017-09-20 19:27:10
1888,1608317630301035422_5362501491,40.42489,-3.69218,2017-09-20 19:27:03
1889,1608317599614087720_5758616564,40.45142,-3.69489,2017-09-20 19:27:00
1890,1608317541472921611_1551956606,40.4224,-3.70894,2017-09-20 19:26:53
1891,1608317470833055740_264807541,40.424052777778,-3.7177777777778,2017-09-20 19:26:44
1892,1608317467217940731_2202418077,40.452937259887,-3.688770173838,2017-09-20 19:26:44
1894,1608317440643518291_221829676,40.452937259887,-3.688770173838,2017-09-20 19:26:41
1895,1608317391333613869_40188298,40.41478,-3.70018,2017-09-20 19:26:35
1896,1608317381988569555_180862098,40.4,-3.68333,2017-09-20 19:26:34
1897,1608317364390544498_309488234,40.4,-3.68333,2017-09-20 19:26:32
1898,1608317355564238717_5966102848,40.4,-3.68333,2017-09-20 19:26:31
1899,1608317341967593450_1736693777,40.42621,-3.69651,2017-09-20 19:26:29
1900,1608317322211597679_203013398,40.452937259887,-3.688770173838,2017-09-20 19:26:27
1901,1608317316020761923_861297727,40.4,-3.68333,2017-09-20 19:26:26
1902,1608317314687466124_1392120102,40.4181,-3.70934,2017-09-20 19:26:26
1904,1608317301744254829_392442572,40.41416863816,-3.6924807527939,2017-09-20 19:26:24
1905,1608317283179416295_637113043,40.4,-3.68333,2017-09-20 19:26:22
1906,1608317229854376280_302390391,40.4,-3.68333,2017-09-20 19:26:16
1907,1608317229290946103_1109932680,40.4,-3.68333,2017-09-20 19:26:15
1908,1608317222153293155_6068805481,40.4101,-3.709,2017-09-20 19:26:15
1909,1608317176771401747_2039018567,40.4,-3.68333,2017-09-20 19:26:09
1910,1608317144650818460_536554048,40.413726817384,-3.6966794729233,2017-09-20 19:26:05
1911,1608317134415550050_5758616564,40.45142,-3.69489,2017-09-20 19:26:04
1912,1608317094527516581_255009110,40.4,-3.68333,2017-09-20 19:25:59
1913,1608317085971476874_489274196,40.4515,-3.69362,2017-09-20 19:25:58
1914,1608317079287428697_1412338,40.45214,-3.6885,2017-09-20 19:25:58
1917,1608317074369808061_264837396,40.419,-3.6921,2017-09-20 19:25:57
1918,1608317073656954346_5825970071,40.418891238155,-3.7038848578648,2017-09-20 19:25:57
1919,1608316991070933693_5893892001,40.452937259887,-3.688770173838,2017-09-20 19:25:47
1920,1608316989326797471_23741830,40.45214,-3.6885,2017-09-20 19:25:47
1921,1608316959194459346_5649197991,40.4,-3.68333,2017-09-20 19:25:43
1922,1608316953188091750_4171148307,40.4093,-3.69907,2017-09-20 19:25:43
1923,1608316940900613889_145154388,40.4,-3.68333,2017-09-20 19:25:41
1924,1608316914281684654_1824322629,40.452937259887,-3.688770173838,2017-09-20 19:25:38
1925,1608316891608090171_302885197,40.452937259887,-3.688770173838,2017-09-20 19:25:35
1926,1608316861231971431_2907191179,40.417063727933,-3.7035201752774,2017-09-20 19:25:32
1927,1608316839287440662_179342568,40.4,-3.68333,2017-09-20 19:25:29
1928,1608316823132833948_3219295096,40.4,-3.68333,2017-09-20 19:25:27
1929,1608316748994278143_410569562,40.4,-3.68333,2017-09-20 19:25:18
1930,1608316731076333872_42872691,40.4238118,-3.6719812,2017-09-20 19:25:16
1933,1608316561372745066_5758616564,40.45142,-3.69489,2017-09-20 19:24:56
1934,1608316531779060718_1523336687,40.4,-3.68333,2017-09-20 19:24:52
1935,1608316352850776201_3148469943,40.452937259887,-3.688770173838,2017-09-20 19:24:31
1936,1608316349644545794_329171520,40.4,-3.68333,2017-09-20 19:24:31
1937,1608316334823618324_217597776,40.42069,-3.69733,2017-09-20 19:24:29
1938,1608316301913339766_1017256439,40.41576,-3.70541,2017-09-20 19:24:25
1939,1608316280934525413_301163561,40.452937259887,-3.688770173838,2017-09-20 19:24:22
1941,1608316252388597337_3947421494,40.452937259887,-3.688770173838,2017-09-20 19:24:19
1942,1608316196267391016_5825970071,40.42028,-3.70578,2017-09-20 19:24:12
1943,1608316170547917047_3290990719,40.4,-3.68333,2017-09-20 19:24:09
1945,1608316151035660328_469681099,40.42690564751,-3.6997945031258,2017-09-20 19:24:07
1946,1608316101710945808_5568445024,40.4,-3.68333,2017-09-20 19:24:01
1947,1608316101047992074_24638066,40.411070579405,-3.6830847771771,2017-09-20 19:24:01
1950,1608316072115835556_31601041,40.41896,-3.70161,2017-09-20 19:23:58
1951,1608316065346913186_213173074,40.4238118,-3.6719812,2017-09-20 19:23:57
1953,1608316057930638431_2877214266,40.4,-3.68333,2017-09-20 19:23:56
1954,1608315944180929371_5904325714,40.418333,-3.714167,2017-09-20 19:23:42
1955,1608315938149691021_1693317464,40.4,-3.68333,2017-09-20 19:23:42
1957,1608315854005415886_2260300685,40.4,-3.68333,2017-09-20 19:23:32
1958,1608315831178444706_183268856,40.42,-3.70361,2017-09-20 19:23:29
1959,1608315812119970115_2536752191,40.4,-3.68333,2017-09-20 19:23:27
1960,1608315744793639073_32154664,40.411070579405,-3.6830847771771,2017-09-20 19:23:19
1962,1608315739198258018_5659330099,40.41713,-3.70648,2017-09-20 19:23:18
1963,1608315719148291901_200743413,40.452937259887,-3.688770173838,2017-09-20 19:23:15
1964,1608315718151819300_449112222,40.440842395,-3.72504383,2017-09-20 19:23:15
1965,1608315577405935511_773046,40.405807,-3.6896883,2017-09-20 19:22:59
1966,1608348759612118689_1265144361,40.415260483375,-3.7081003189087,2017-09-20 20:28:54
1967,1608348734588945909_391726551,40.452937259887,-3.688770173838,2017-09-20 20:28:51
1968,1608348697376030602_251569205,40.45214,-3.6885,2017-09-20 20:28:47
1969,1608348655289827375_239728964,40.452937259887,-3.688770173838,2017-09-20 20:28:42
1970,1608348653336209055_2202418077,40.452937259887,-3.688770173838,2017-09-20 20:28:42
1971,1608348626425579002_4063917476,40.45309,-3.68936,2017-09-20 20:28:38
1972,1608348620283957049_50931499,40.4,-3.68333,2017-09-20 20:28:38
1973,1608348337807191591_174678492,40.424052777778,-3.7177777777778,2017-09-20 20:28:04
1974,1608348225046120849_423419957,40.4,-3.68333,2017-09-20 20:27:50
1975,1608348171855350136_1521006119,40.461291023282,-3.6921019171756,2017-09-20 20:27:44
1976,1608348147124378587_1093652372,40.41416863816,-3.6924807527939,2017-09-20 20:27:41
1977,1608348107959718525_46819073,40.4238118,-3.6719812,2017-09-20 20:27:37
1978,1608348041763374133_20163441,40.45214,-3.6885,2017-09-20 20:27:29
1979,1608347948171882799_1315436447,40.432164575626,-3.7248957621159,2017-09-20 20:27:17
1980,1608347940934368175_4853297453,40.452937259887,-3.688770173838,2017-09-20 20:27:17
1981,1608347932730214274_1649610977,40.452937259887,-3.688770173838,2017-09-20 20:27:16
1982,1608347931369680263_1969240752,40.4238118,-3.6719812,2017-09-20 20:27:15
1985,1608347861383959003_485992927,40.41584,-3.7028,2017-09-20 20:27:07
1987,1608347838860032495_2133688851,40.452937259887,-3.688770173838,2017-09-20 20:27:04
1988,1608347815230956426_5431232144,40.4231911,-3.6760499,2017-09-20 20:27:02
1989,1608347793293710804_29433564,40.4,-3.68333,2017-09-20 20:26:59
1993,1608347732107310690_174644827,40.4,-3.68333,2017-09-20 20:26:52
1996,1608347710077937625_1189910181,40.452937259887,-3.688770173838,2017-09-20 20:26:49
1998,1608347695046982705_216076050,40.452937259887,-3.688770173838,2017-09-20 20:26:47
1999,1608347694049175425_6063271898,40.424052777778,-3.7177777777778,2017-09-20 20:26:47
2000,1608347688880774916_267507658,40.43148,-3.70323,2017-09-20 20:26:47
2001,1608347674889631152_42872691,40.4238118,-3.6719812,2017-09-20 20:26:45
2005,1608347646031276904_6118050,40.4238118,-3.6719812,2017-09-20 20:26:41
2006,1608347606579342609_1959032318,40.452937259887,-3.688770173838,2017-09-20 20:26:37
2007,1608347462372563603_6026946546,40.4,-3.68333,2017-09-20 20:26:20
2009,1608347454930110249_5808068170,40.423545407368,-3.6863060795845,2017-09-20 20:26:19
2010,1608347448747685159_2247710076,40.4,-3.68333,2017-09-20 20:26:18
2011,1608347438196708800_1585527264,40.4,-3.68333,2017-09-20 20:26:17
2012,1608347408155242683_5873127075,40.452937259887,-3.688770173838,2017-09-20 20:26:13
2013,1608347344913519701_374647300,40.458662,-3.693072,2017-09-20 20:26:06
2014,1608347192308643411_3934481,40.4,-3.68333,2017-09-20 20:25:47
2015,1608347162813631884_1927821551,40.4,-3.68333,2017-09-20 20:25:44
2017,1608347151640761732_227921374,40.4,-3.68333,2017-09-20 20:25:43
2018,1608347133285897152_265680973,40.452937259887,-3.688770173838,2017-09-20 20:25:40
2019,1608347121132301079_1213356632,40.452937259887,-3.688770173838,2017-09-20 20:25:39
2020,1608347110504134467_4853297453,40.452937259887,-3.688770173838,2017-09-20 20:25:38
2021,1608347079373382608_1551665320,40.45214,-3.6885,2017-09-20 20:25:34
2022,1608347075992767612_1725755404,40.417063727933,-3.7035201752774,2017-09-20 20:25:34
2023,1608347030097276753_356452338,40.41435,-3.70111,2017-09-20 20:25:28
2024,1608346948452874604_1265144361,40.415260483375,-3.7081003189087,2017-09-20 20:25:18
2025,1608346904915080213_190465730,40.4,-3.68333,2017-09-20 20:25:13
2026,1608346889873611348_4822011606,40.424052777778,-3.7177777777778,2017-09-20 20:25:11
2027,1608346871360071128_373537824,40.4,-3.68333,2017-09-20 20:25:09
2028,1608346863499643873_6072630753,40.452937259887,-3.688770173838,2017-09-20 20:25:08
2029,1608346861479706014_181071223,40.4,-3.68333,2017-09-20 20:25:08
2030,1608346668809240083_7497029,40.4238118,-3.6719812,2017-09-20 20:24:45
2033,1608346662560333507_4705097282,40.42903,-3.68697,2017-09-20 20:24:44
2034,1608346591601396509_253231197,40.452937259887,-3.688770173838,2017-09-20 20:24:36
2035,1608346591014160635_46819073,40.4238118,-3.6719812,2017-09-20 20:24:36
2037,1608346586064609250_1952735464,40.452937259887,-3.688770173838,2017-09-20 20:24:35
2044,1608346506858125024_14579672,40.452937259887,-3.688770173838,2017-09-20 20:24:26
2045,1608346491559042813_225863836,40.46054,-3.68718,2017-09-20 20:24:24
2046,1608346447048479349_199051740,40.42534,-3.69177,2017-09-20 20:24:19
2048,1608346396046298920_5895469576,40.4,-3.68333,2017-09-20 20:24:12
2049,1608346285701909597_300395375,40.4,-3.68333,2017-09-20 20:23:59
2050,1608346249168403812_5848108107,40.42349,-3.67278,2017-09-20 20:23:55
2052,1608346221443897065_271344756,40.45214,-3.6885,2017-09-20 20:23:52
2053,1608346170359071192_1066681303,40.4238118,-3.6719812,2017-09-20 20:23:46
2055,1608346152045085109_4776461901,40.4,-3.68333,2017-09-20 20:23:43
2056,1608346120974380185_205362937,40.4,-3.68333,2017-09-20 20:23:40
2058,1608346094641852545_3141495573,40.4,-3.68333,2017-09-20 20:23:37
2059,1608346050106695949_4285077871,40.4,-3.68333,2017-09-20 20:23:31
2060,1608345991294118958_4838149371,40.40888889,-3.7075,2017-09-20 20:23:24
2061,1608345972293787974_420466439,40.4,-3.68333,2017-09-20 20:23:22
2062,1608345961078456600_534175980,40.447086673297,-3.7039417785603,2017-09-20 20:23:21
2064,1608345953815507995_248050481,40.4,-3.68333,2017-09-20 20:23:20
2065,1608345943850004193_5895469576,40.4,-3.68333,2017-09-20 20:23:19
2066,1608345943103243668_46819073,40.4238118,-3.6719812,2017-09-20 20:23:18
2068,1608345894499378280_2202418077,40.452937259887,-3.688770173838,2017-09-20 20:23:13
2082,1608345853511456744_5775119877,40.4,-3.68333,2017-09-20 20:23:08
2083,1608345812952608499_4019846379,40.45214,-3.6885,2017-09-20 20:23:03
2084,1608345768854631309_6026484158,40.42467,-3.69645,2017-09-20 20:22:58
2085,1608345726432956887_384707138,40.43443,-3.69004,2017-09-20 20:22:53
2086,1608345717449690621_473139678,40.4139,-3.70356,2017-09-20 20:22:52
2087,1608345659878731146_4853297453,40.452937259887,-3.688770173838,2017-09-20 20:22:45
2088,1608345640752231928_5835099087,40.4,-3.68333,2017-09-20 20:22:42
2089,1608345628765366958_894042435,40.4,-3.68333,2017-09-20 20:22:41
2090,1608345619360238670_5775119877,40.4,-3.68333,2017-09-20 20:22:40
2091,1608345607842466921_467232188,40.4,-3.68333,2017-09-20 20:22:38
2092,1608345512171226458_2182959904,40.41964,-3.68969,2017-09-20 20:22:27
2093,1608345489858454232_1164363161,40.421664245984,-3.7087901297407,2017-09-20 20:22:24
2094,1608345433176700305_44773942,40.452937259887,-3.688770173838,2017-09-20 20:22:18
2095,1608345404194062857_223175579,40.4238118,-3.6719812,2017-09-20 20:22:14
2097,1608345366343554607_307528155,40.4238118,-3.6719812,2017-09-20 20:22:10
2098,1608345353065379746_1568579016,40.4,-3.68333,2017-09-20 20:22:08
2099,1608345204066582119_257871237,40.4,-3.68333,2017-09-20 20:21:50
2100,1608345185141908828_556346258,40.452937259887,-3.688770173838,2017-09-20 20:21:48
2101,1608345138216521307_46819073,40.4238118,-3.6719812,2017-09-20 20:21:43
2103,1608344988068229188_1556667612,40.452937259887,-3.688770173838,2017-09-20 20:21:25
2105,1608344894559145412_1877141,40.452937259887,-3.688770173838,2017-09-20 20:21:13
2106,1608344889039589898_282291796,40.45214,-3.6885,2017-09-20 20:21:13
2107,1608344868597743426_903179,40.421990115312,-3.7021018863672,2017-09-20 20:21:10
2108,1608344784156969955_213836588,40.4238118,-3.6719812,2017-09-20 20:21:00
2110,1608344766339480086_484384454,40.4238118,-3.6719812,2017-09-20 20:20:58
2113,1608344755392161045_240811931,40.452937259887,-3.688770173838,2017-09-20 20:20:57
2115,1608379151679857910_4043622843,40.4,-3.68333,2017-09-20 21:29:17
2116,1608378988145084590_2120483109,40.4238118,-3.6719812,2017-09-20 21:28:58
2117,1608378927359937743_462254815,40.441008501005,-3.70786884122,2017-09-20 21:28:50
2118,1608378886633961045_250239527,40.4,-3.68333,2017-09-20 21:28:46
2119,1608378867592734165_366687620,40.4238118,-3.6719812,2017-09-20 21:28:43
2120,1608378809938044958_316732606,40.45214,-3.6885,2017-09-20 21:28:36
2121,1608378806892836722_1277270686,40.4177899,-3.69904,2017-09-20 21:28:36
2122,1608378781717739859_6038769361,40.418333,-3.714167,2017-09-20 21:28:33
2123,1608378723626943053_422415227,40.42546,-3.68547,2017-09-20 21:28:26
2124,1608378455309419244_1106974561,40.4238118,-3.6719812,2017-09-20 21:27:54
2125,1608378401789211904_5018658514,40.4,-3.68333,2017-09-20 21:27:48
2126,1608377851646645010_5915776378,40.4,-3.68333,2017-09-20 21:26:42
2127,1608377767215268489_4156325671,40.452937259887,-3.688770173838,2017-09-20 21:26:32
2130,1608377512287506676_540066746,40.4,-3.68333,2017-09-20 21:26:02
2131,1608377408562375258_5636860896,40.4,-3.68333,2017-09-20 21:25:49
2132,1608377358305716156_2920985484,40.41416863816,-3.6924807527939,2017-09-20 21:25:43
2133,1608377298117866568_2122761279,40.451666666667,-3.6916666666667,2017-09-20 21:25:36
2134,1608377284669057018_4354757586,40.452937259887,-3.688770173838,2017-09-20 21:25:35
2135,1608377222962391612_3047486221,40.42349,-3.67278,2017-09-20 21:25:27
2137,1608376964165450344_440083504,40.427778655226,-3.6872573012429,2017-09-20 21:24:56
2138,1608376865247945986_2351635528,40.42095,-3.70334,2017-09-20 21:24:45
2139,1608376801738325342_354996500,40.4238118,-3.6719812,2017-09-20 21:24:37
2140,1608376778300403080_202941009,40.4,-3.68333,2017-09-20 21:24:34
2146,1608376777495741905_2221395070,40.42,-3.701667,2017-09-20 21:24:34
2147,1608376736441946919_1082294219,40.452937259887,-3.688770173838,2017-09-20 21:24:29
2149,1608376437654923583_2871281678,40.4,-3.68333,2017-09-20 21:23:54
2150,1608376398152475674_462254815,40.424052777778,-3.7177777777778,2017-09-20 21:23:49
2151,1608376362660657967_463655104,40.4238118,-3.6719812,2017-09-20 21:23:45
2153,1608376320071815552_1621044572,40.4,-3.68333,2017-09-20 21:23:40
2154,1608376242981001042_6042391901,40.4,-3.68333,2017-09-20 21:23:30
2155,1608376196760739425_366687620,40.4238118,-3.6719812,2017-09-20 21:23:25
2156,1608376030816756408_1671403967,40.4238118,-3.6719812,2017-09-20 21:23:05
2157,1608375986658489652_3013138882,40.413474,-3.689747,2017-09-20 21:23:00
2158,1608375943835205401_1943164261,40.4,-3.68333,2017-09-20 21:22:55
2159,1608375758833028768_245516641,40.4,-3.68333,2017-09-20 21:22:33
2162,1608375746912784125_4450249034,40.45309,-3.68936,2017-09-20 21:22:31
2163,1608375688293051861_354996500,40.4238118,-3.6719812,2017-09-20 21:22:24
2164,1608375496856772196_5743286228,40.4,-3.68333,2017-09-20 21:22:02
2165,1608375360339377401_2267788046,40.45214,-3.6885,2017-09-20 21:21:45
2166,1608375350148872087_27351788,40.42613,-3.70414,2017-09-20 21:21:44
2167,1608375228933026320_200273401,40.4238118,-3.6719812,2017-09-20 21:21:30
2168,1608374916759685975_769026241,40.45214,-3.6885,2017-09-20 21:20:52
2169,1608374915769850869_40850152,40.4,-3.68333,2017-09-20 21:20:52
2293,1608374701264828732_5864954128,40.4238118,-3.6719812,2017-09-20 21:20:27
2294,1608374662826711219_380163920,40.4,-3.68333,2017-09-20 21:20:22
2296,1608374623049458439_1673244837,40.42,-3.70361,2017-09-20 21:20:17
2300,1608374490734431822_324902285,40.4229399,-3.68281,2017-09-20 21:20:02
2301,1608374412518787670_520373286,40.4238118,-3.6719812,2017-09-20 21:19:52
2302,1608374410505417603_205880028,40.4,-3.68333,2017-09-20 21:19:52
2316,1608374399601479672_1772656586,40.421538,-3.7081756,2017-09-20 21:19:51
2317,1608374258245646520_1490491411,40.4,-3.68333,2017-09-20 21:19:34
2318,1608374144562809476_329860032,40.4238118,-3.6719812,2017-09-20 21:19:20
2319,1608374083039409648_306655693,40.40853,-3.69401,2017-09-20 21:19:13
2320,1608374081807461294_6028574048,40.4,-3.68333,2017-09-20 21:19:13
2321,1608373929721196902_529790083,40.45214,-3.6885,2017-09-20 21:18:55
2323,1608373909144214079_1457698945,40.43141794,-3.7010746,2017-09-20 21:18:52
2324,1608373818546674743_577901120,40.4238118,-3.6719812,2017-09-20 21:18:41
2330,1608373798499155737_327387416,40.42487,-3.69692,2017-09-20 21:18:39
2332,1608373747454837176_248050481,40.4,-3.68333,2017-09-20 21:18:33
2333,1608373623679404171_5703246087,40.4,-3.68333,2017-09-20 21:18:18
2335,1608373622380771227_327914782,40.4236,-3.68609,2017-09-20 21:18:18
2336,1608373620827204349_553587064,40.45214,-3.6885,2017-09-20 21:18:18
2337,1608373552201743473_1527140691,40.4,-3.68333,2017-09-20 21:18:10
2338,1608373468909628154_420804811,40.410905,-3.692897,2017-09-20 21:18:00
2339,1608373396624893588_701805833,40.452937259887,-3.688770173838,2017-09-20 21:17:51
2341,1608373331698748975_2083455913,40.4,-3.68333,2017-09-20 21:17:43
2342,1608373248550988500_1362830669,40.4192899,-3.70338,2017-09-20 21:17:34
2343,1608373192975733122_285747611,40.418333,-3.714167,2017-09-20 21:17:27
2344,1608373176660026085_1468414004,40.4,-3.68333,2017-09-20 21:17:25
2347,1608373164109208139_1000983,40.45214,-3.6885,2017-09-20 21:17:23
2350,1608373018501054930_6064787288,40.4,-3.68333,2017-09-20 21:17:06
2351,1608372886279975346_3947297747,40.4238118,-3.6719812,2017-09-20 21:16:50
2352,1608372785221826608_23741830,40.45214,-3.6885,2017-09-20 21:16:38
2353,1608372754645945263_4409141,40.414354,-3.682823,2017-09-20 21:16:35
2354,1608372714942679235_265754838,40.42,-3.70361,2017-09-20 21:16:30
2355,1608372620284199611_15654381,40.43152,-3.66284,2017-09-20 21:16:19
2356,1608372446002477733_225436957,40.4,-3.68333,2017-09-20 21:15:58
2357,1608372378584743856_1817562408,40.4,-3.68333,2017-09-20 21:15:50
2358,1608372319854889661_2541743424,40.4238118,-3.6719812,2017-09-20 21:15:43
2359,1608372227111559289_19873280,40.4,-3.68333,2017-09-20 21:15:32
2360,1608372037276187312_176016637,40.4,-3.68333,2017-09-20 21:15:09
2361,1608372017035495747_1817562408,40.4,-3.68333,2017-09-20 21:15:07
2362,1608371836041560686_2309613494,40.417063727933,-3.7035201752774,2017-09-20 21:14:45
2363,1608371653137264836_201041926,40.4238118,-3.6719812,2017-09-20 21:14:23
2364,1608371623692678940_4242140832,40.42407,-3.71332,2017-09-20 21:14:20
2365,1608371548549060888_1019775,40.44366,-3.7027,2017-09-20 21:14:11
2369,1608371531124361556_4261629774,40.4075,-3.6916666666667,2017-09-20 21:14:09
2370,1608409140190514779_6073582128,40.452937259887,-3.688770173838,2017-09-20 22:28:52
2371,1608409011400900335_687216996,40.4,-3.68333,2017-09-20 22:28:37
2372,1608408775639543891_393059004,40.4,-3.68333,2017-09-20 22:28:09
2373,1608408704135171021_2176947128,40.4,-3.68333,2017-09-20 22:28:00
2374,1608408684160863119_1045053484,40.4238118,-3.6719812,2017-09-20 22:27:58
2375,1608408652979678092_2923844791,40.42015,-3.68963,2017-09-20 22:27:54
2377,1608408317981704320_4679786561,40.4238118,-3.6719812,2017-09-20 22:27:14
2378,1608408042129838694_582476029,40.417063727933,-3.7035201752774,2017-09-20 22:26:41
2379,1608407587702062706_345748776,40.452937259887,-3.688770173838,2017-09-20 22:25:47
