,id,latitude,longitude,time
800,1608047660869352366_290782947,40.427283004745,-3.7017012405046,2017-09-20 10:30:40
801,1608047601655861885_3152699647,40.4212599,-3.70047,2017-09-20 10:30:33
802,1608047589005234758_702234232,40.4,-3.68333,2017-09-20 10:30:32
803,1608047522273979027_5915945373,40.4,-3.68333,2017-09-20 10:30:24
804,1608047492377054282_4517340459,40.4,-3.68333,2017-09-20 10:30:20
805,1608047423454966631_4001994886,40.4,-3.68333,2017-09-20 10:30:12
806,1608047407324756390_2875759012,40.44075,-3.69925,2017-09-20 10:30:10
807,1608047377686535541_1368916499,40.4,-3.68333,2017-09-20 10:30:07
808,1608047373156741498_4935664566,40.4,-3.68333,2017-09-20 10:30:06
809,1608047372629579167_8420201,40.417063727933,-3.7035201752774,2017-09-20 10:30:06
810,1608047320392335354_318795999,40.4,-3.68333,2017-09-20 10:30:00
811,1608047289489474789_5977492385,40.4,-3.68333,2017-09-20 10:29:56
812,1608047284322095796_4856649437,40.4,-3.68333,2017-09-20 10:29:56
813,1608047266413474878_1689032717,40.42078,-3.70641,2017-09-20 10:29:53
814,1608047231465993400_424735529,40.4397011,-3.71209,2017-09-20 10:29:49
816,1608047217623590368_453071528,40.4,-3.68333,2017-09-20 10:29:48
817,1608047186772182177_5991336707,40.42631,-3.71729,2017-09-20 10:29:44
818,1608047128991451440_1730490953,40.4,-3.68333,2017-09-20 10:29:37
819,1608047098580933185_28452238,40.439618,-3.733839,2017-09-20 10:29:33
821,1608047080580161711_143761922,40.4,-3.68333,2017-09-20 10:29:31
822,1608047024033174478_1450727782,40.4,-3.68333,2017-09-20 10:29:25
823,1608046996039183882_332765537,40.42416,-3.69698,2017-09-20 10:29:21
825,1608046981736636581_576435064,40.4,-3.68333,2017-09-20 10:29:19
826,1608046980377628020_9981509,40.412050159841,-3.7100046873093,2017-09-20 10:29:19
827,1608046963928811551_18744196,40.4195,-3.69836,2017-09-20 10:29:17
828,1608046932210814943_758753830,40.421598624234,-3.7200270762595,2017-09-20 10:29:14
829,1608046925515781994_5877796741,40.45891,-3.67621,2017-09-20 10:29:13
830,1608046866612372506_3253593692,40.4,-3.68333,2017-09-20 10:29:06
831,1608046835665032320_1920587564,40.43857,-3.67824,2017-09-20 10:29:02
832,1608046784638368402_5882045834,40.42631,-3.71729,2017-09-20 10:28:56
833,1608046716380881303_3080349206,40.4514,-3.6774,2017-09-20 10:28:48
834,1608046628047225402_32432376,40.41729,-3.70668,2017-09-20 10:28:37
835,1608046571650469635_323502396,40.4,-3.68333,2017-09-20 10:28:31
836,1608046558892563401_5990107692,40.4323,-3.69772,2017-09-20 10:28:29
837,1608046547165837988_3723588,40.42,-3.70361,2017-09-20 10:28:28
838,1608046544489451178_38843501,40.4,-3.68333,2017-09-20 10:28:27
839,1608046534129361122_1957681522,40.4,-3.68333,2017-09-20 10:28:26
840,1608046493831221533_253231197,40.43152,-3.66284,2017-09-20 10:28:21
841,1608046469537134683_1645293021,40.41562,-3.70862,2017-09-20 10:28:18
843,1608046433330875329_1137870603,40.4,-3.68333,2017-09-20 10:28:14
846,1608046430168958130_30908894,40.411070579405,-3.6830847771771,2017-09-20 10:28:14
848,1608046394417267675_6014212865,40.4,-3.68333,2017-09-20 10:28:09
849,1608046379636514417_4574100239,40.4,-3.68333,2017-09-20 10:28:08
850,1608046376524862272_5528180087,40.4,-3.68333,2017-09-20 10:28:07
853,1608046360844880297_1521311643,40.4,-3.68333,2017-09-20 10:28:05
854,1608046335973717521_1395984634,40.4,-3.68333,2017-09-20 10:28:02
855,1608046328162875170_4188971694,40.4151461,-3.7068644,2017-09-20 10:28:02
856,1608046322617999489_368163216,40.422362486163,-3.6988700295589,2017-09-20 10:28:01
857,1608046294515898363_6043067957,40.4,-3.68333,2017-09-20 10:27:58
858,1608046278763070116_3127415469,40.4,-3.68333,2017-09-20 10:27:56
859,1608046227526492816_497357675,40.4,-3.68333,2017-09-20 10:27:50
860,1608046219882882864_35967737,40.4182332825,-3.7142742975,2017-09-20 10:27:49
861,1608046212946550857_5920407148,40.43589,-3.71649,2017-09-20 10:27:48
862,1608046195993187704_41141798,40.42,-3.70361,2017-09-20 10:27:46
863,1608046188367750149_656027101,40.43112,-3.66696,2017-09-20 10:27:45
864,1608046183845389202_744118241,40.437666647143,-3.6812492857143,2017-09-20 10:27:44
865,1608046175204878573_318795999,40.4,-3.68333,2017-09-20 10:27:43
866,1608046089624486212_585805803,40.4180024,-3.7122249,2017-09-20 10:27:33
867,1608046079090039823_496372225,40.424087209231,-3.6740002733973,2017-09-20 10:27:32
868,1608046031081450571_7693160,40.449967937845,-3.6919212341309,2017-09-20 10:27:26
871,1608046023455250162_4257606696,40.45833912,-3.6908313,2017-09-20 10:27:25
872,1608046008842291062_1113752980,40.422362486163,-3.6988700295589,2017-09-20 10:27:24
873,1608045981739665117_358950504,40.415556,-3.714444,2017-09-20 10:27:20
874,1608045976186971734_5963938843,40.43589,-3.71649,2017-09-20 10:27:20
875,1608045937237577604_474672123,40.41448,-3.70009,2017-09-20 10:27:15
876,1608045903457718439_1090148333,40.44714,-3.70579,2017-09-20 10:27:11
877,1608045903011245841_4745574647,40.42207,-3.70238,2017-09-20 10:27:11
879,1608045860238961146_18498235,40.4,-3.68333,2017-09-20 10:27:06
883,1608045769792978270_5961463456,40.4,-3.68333,2017-09-20 10:26:55
884,1608045758903301707_5886481317,40.4,-3.68333,2017-09-20 10:26:54
885,1608045690477452993_5033862152,40.450295,-3.709735,2017-09-20 10:26:46
887,1608045666268194219_1929077948,40.41116691,-3.6898015,2017-09-20 10:26:43
888,1608045661420103814_231616167,40.4,-3.68333,2017-09-20 10:26:42
889,1608045648409872359_1186714422,40.4,-3.68333,2017-09-20 10:26:41
890,1608045588951540047_5925105111,40.4,-3.68333,2017-09-20 10:26:33
891,1608045584488807263_209688518,40.41136,-3.70953,2017-09-20 10:26:33
892,1608045534935834714_244312270,40.4487801,-3.69505,2017-09-20 10:26:27
894,1608045514368951114_5394258597,40.4,-3.68333,2017-09-20 10:26:25
895,1608045500651551133_189295294,40.42015,-3.68963,2017-09-20 10:26:23
896,1608045458071172379_3738096864,40.45318,-3.69691,2017-09-20 10:26:18
897,1608045428696145731_39371216,40.41482,-3.69898,2017-09-20 10:26:14
898,1608045419133131345_217579522,40.41858679423,-3.7032235908959,2017-09-20 10:26:13
901,1608045387599598139_4180737952,40.431219970688,-3.6846470832825,2017-09-20 10:26:09
902,1608045380386129984_4212332006,40.4,-3.68333,2017-09-20 10:26:09
903,1608045250471030722_468243205,40.4,-3.68333,2017-09-20 10:25:53
906,1608045218718940111_1496264429,40.42256,-3.69874,2017-09-20 10:25:49
909,1608045217176166062_25615439,40.4,-3.68333,2017-09-20 10:25:49
911,1608045180542433793_305516280,40.418333,-3.714167,2017-09-20 10:25:45
916,1608045098326326713_207170356,40.4,-3.68333,2017-09-20 10:25:35
917,1608045098174655759_287610657,40.4,-3.68333,2017-09-20 10:25:35
918,1608045065745579995_250856484,40.417063727933,-3.7035201752774,2017-09-20 10:25:31
919,1608045053531757953_3274999969,40.42785,-3.68861,2017-09-20 10:25:30
920,1608045028358104539_51583521,40.4,-3.68333,2017-09-20 10:25:27
922,1608044983117722166_6070976044,40.4,-3.68333,2017-09-20 10:25:21
923,1608044979711521163_275227080,40.421598624234,-3.7200270762595,2017-09-20 10:25:21
924,1608077489292061088_354242944,40.4,-3.68333,2017-09-20 11:29:56
925,1608077482346318494_2277181775,40.4,-3.68333,2017-09-20 11:29:55
926,1608077445344032527_1499649115,40.4,-3.68333,2017-09-20 11:29:51
927,1608077424472367088_4845616169,40.423323538644,-3.6719417195702,2017-09-20 11:29:49
928,1608077377916032422_4026281231,40.41862,-3.709,2017-09-20 11:29:43
929,1608077323717684522_4157011039,40.42992,-3.67304,2017-09-20 11:29:37
930,1608077312182710412_4040807045,40.42028,-3.70578,2017-09-20 11:29:35
931,1608077300406250109_4494859684,40.4,-3.68333,2017-09-20 11:29:34
932,1608077283317710539_323931590,40.416839640983,-3.7069664375422,2017-09-20 11:29:32
933,1608077231058134942_1219597257,40.4,-3.68333,2017-09-20 11:29:25
934,1608077195455279465_213806303,40.4,-3.68333,2017-09-20 11:29:21
935,1608077192235674429_6041093976,40.429766425359,-3.6835445767212,2017-09-20 11:29:21
936,1608077172127604063_529377225,40.4,-3.68333,2017-09-20 11:29:18
937,1608077163108609396_318795999,40.4,-3.68333,2017-09-20 11:29:17
938,1608077145367005894_637833462,40.42884,-3.68615,2017-09-20 11:29:15
939,1608077134102250042_811070681,40.41416863816,-3.6924807527939,2017-09-20 11:29:14
940,1608077111763908299_535479119,40.4,-3.68333,2017-09-20 11:29:11
942,1608077064124241533_285532038,40.4,-3.68333,2017-09-20 11:29:06
943,1608077033177353917_2379818,40.41842,-3.69659,2017-09-20 11:29:02
944,1608077016551159120_4459469213,40.452937259887,-3.688770173838,2017-09-20 11:29:00
945,1608076915527353474_248230249,40.43564,-3.69106,2017-09-20 11:28:48
946,1608076911878283561_3252362572,40.4,-3.68333,2017-09-20 11:28:47
947,1608076910503763552_1427431435,40.4070519,-3.6913500000001,2017-09-20 11:28:47
948,1608076893323339069_2291276008,40.4,-3.68333,2017-09-20 11:28:45
949,1608076852513213106_42330823,40.4,-3.68333,2017-09-20 11:28:40
951,1608076839778036406_289097883,40.4,-3.68333,2017-09-20 11:28:39
952,1608076831105493840_4651695667,40.43039,-3.70209,2017-09-20 11:28:38
953,1608076778803204181_3293867800,40.425226171682,-3.6872001571837,2017-09-20 11:28:32
954,1608076765245251424_14478556,40.411070579405,-3.6830847771771,2017-09-20 11:28:30
956,1608076729125774667_4041447756,40.3833,-3.73333,2017-09-20 11:28:26
957,1608076724896307956_5943864557,40.4,-3.68333,2017-09-20 11:28:25
958,1608076682929163619_628763651,40.43616,-3.68339,2017-09-20 11:28:20
959,1608076668080349503_331751207,40.4,-3.68333,2017-09-20 11:28:18
960,1608076662627406438_1665644840,40.4,-3.68333,2017-09-20 11:28:18
962,1608076644392627319_5626154594,40.418968910734,-3.7021565437317,2017-09-20 11:28:16
963,1608076630575875694_189896129,40.4,-3.68333,2017-09-20 11:28:14
964,1608076558040204237_3098731898,40.411070579405,-3.6830847771771,2017-09-20 11:28:05
966,1608076499871638479_568889240,40.4,-3.68333,2017-09-20 11:27:58
967,1608076486550809140_174102589,40.452937259887,-3.688770173838,2017-09-20 11:27:57
968,1608076480854703431_2379818,40.418441386053,-3.6964981423713,2017-09-20 11:27:56
969,1608076459289391124_3962457049,40.42645,-3.69635,2017-09-20 11:27:53
971,1608076457190687382_4646276691,40.4,-3.68333,2017-09-20 11:27:53
972,1608076426287531073_5994995223,40.4,-3.68333,2017-09-20 11:27:50
973,1608076397859097963_4028134156,40.4,-3.68333,2017-09-20 11:27:46
974,1608076379528676981_1910482678,40.4,-3.68333,2017-09-20 11:27:44
975,1608076379304032209_5481122238,40.4,-3.68333,2017-09-20 11:27:44
976,1608076350346217492_209805997,40.417063727933,-3.7035201752774,2017-09-20 11:27:40
977,1608076322242873253_4040807045,40.417063727933,-3.7035201752774,2017-09-20 11:27:37
978,1608076299518460652_1708931641,40.4,-3.68333,2017-09-20 11:27:34
979,1608076224087837485_188475586,40.453331566812,-3.6882948875427,2017-09-20 11:27:25
980,1608076214583815922_2422924887,40.42,-3.701667,2017-09-20 11:27:24
981,1608076181709270964_655942174,40.417063727933,-3.7035201752774,2017-09-20 11:27:20
982,1608076148515260371_2246257874,40.426681342992,-3.6871554783155,2017-09-20 11:27:16
983,1608076141728541049_565597547,40.4,-3.68333,2017-09-20 11:27:16
984,1608076134683290884_1655480401,40.4,-3.68333,2017-09-20 11:27:15
986,1608076112562591955_3534058,40.41702,-3.70429,2017-09-20 11:27:12
988,1608076054722530226_577598321,40.4,-3.68333,2017-09-20 11:27:05
989,1608076046257707309_5770033503,40.43589,-3.71649,2017-09-20 11:27:04
990,1608076013223567032_5419808842,40.424052777778,-3.7177777777778,2017-09-20 11:27:00
993,1608075992579173041_35055430,40.4,-3.68333,2017-09-20 11:26:58
994,1608075980902426583_50892327,40.414354,-3.682823,2017-09-20 11:26:56
996,1608075957180548114_195332453,40.43511,-3.70576,2017-09-20 11:26:54
997,1608075931207999158_289038153,40.4,-3.68333,2017-09-20 11:26:51
998,1608075898074839770_283967862,40.4,-3.68333,2017-09-20 11:26:47
999,1608075856869423302_513604077,40.411208515455,-3.7028925118182,2017-09-20 11:26:42
1000,1608075828532766171_3777996463,40.42437,-3.70165,2017-09-20 11:26:38
1001,1608075826350325528_8777764,40.41525,-3.70208,2017-09-20 11:26:38
1002,1608075808819397403_1652051779,40.411070579405,-3.6830847771771,2017-09-20 11:26:36
1004,1608075801580261346_262950882,40.44878,-3.69505,2017-09-20 11:26:35
1005,1608075772940479454_4748823551,40.41713,-3.70648,2017-09-20 11:26:32
1006,1608075726408638421_2265656083,40.42690564751,-3.6997945031258,2017-09-20 11:26:26
1007,1608075715941418619_23888561,40.42168,-3.70465,2017-09-20 11:26:25
1008,1608075682520186992_39685800,40.4,-3.68333,2017-09-20 11:26:21
1009,1608075674325033198_436911322,40.42469,-3.71369,2017-09-20 11:26:20
1010,1608075633370617244_330680501,40.41355556,-3.68205556,2017-09-20 11:26:15
1011,1608075593852006722_910053083,40.4,-3.68333,2017-09-20 11:26:10
1012,1608075545407420223_4040807045,40.459014,-3.675189,2017-09-20 11:26:05
1013,1608075536013180267_4514025067,40.42562,-3.69855,2017-09-20 11:26:03
1014,1608075526072440331_5997746133,40.411070579405,-3.6830847771771,2017-09-20 11:26:02
1015,1608075479205383676_47582833,40.424052777778,-3.7177777777778,2017-09-20 11:25:57
1017,1608075473149982995_5815743770,40.45943,-3.70958,2017-09-20 11:25:56
1018,1608075445231083702_945379813,40.40853,-3.69401,2017-09-20 11:25:53
1019,1608075440332683224_359965992,40.445402295229,-3.7290425493256,2017-09-20 11:25:52
1021,1608075434787021193_3837031876,40.4,-3.68333,2017-09-20 11:25:51
1022,1608075409076210535_1689262058,40.4,-3.68333,2017-09-20 11:25:48
1023,1608075389918230917_521040760,40.414012,-3.722955,2017-09-20 11:25:46
1024,1608075382265747268_836099094,40.40888889,-3.7075,2017-09-20 11:25:45
1025,1608075378559350981_6044505662,40.4,-3.68333,2017-09-20 11:25:45
1026,1608075357679155897_46541107,40.4,-3.68333,2017-09-20 11:25:42
1028,1608075298959820820_5998418906,40.452937259887,-3.688770173838,2017-09-20 11:25:35
1029,1608075293792558361_53038861,40.436185098115,-3.6705601215363,2017-09-20 11:25:35
1030,1608075292474198627_2099107736,40.4,-3.68333,2017-09-20 11:25:34
1032,1608075272838356453_1649610977,40.43643,-3.68838,2017-09-20 11:25:32
1033,1608075227572987963_6484740,40.41136,-3.70953,2017-09-20 11:25:27
1034,1608075217498212473_2208792011,40.452937259887,-3.688770173838,2017-09-20 11:25:25
1035,1608075187039140707_1228868349,40.4,-3.68333,2017-09-20 11:25:22
1038,1608075173574321608_4005680360,40.4,-3.68333,2017-09-20 11:25:20
1040,1608075170639483641_43960711,40.4,-3.68333,2017-09-20 11:25:20
1041,1608075168702187404_6045634443,40.42469,-3.71369,2017-09-20 11:25:20
1042,1608075151084106899_1481427788,40.411070579405,-3.6830847771771,2017-09-20 11:25:18
1043,1608107369865649200_378328903,40.4,-3.68333,2017-09-20 12:29:18
1044,1608107365495173457_580962896,40.411070579405,-3.6830847771771,2017-09-20 12:29:18
1045,1608107362416366423_306019429,40.4,-3.68333,2017-09-20 12:29:17
1046,1608107344332113861_1373962445,40.4262085,-3.7025001,2017-09-20 12:29:15
1047,1608107296129504377_323502396,40.4,-3.68333,2017-09-20 12:29:10
1048,1608107255756351380_1646692924,40.4261398,-3.6981399,2017-09-20 12:29:05
1049,1608107234239557431_1164126250,40.4157122,-3.714328,2017-09-20 12:29:02
1050,1608107233719019315_1723116407,40.41901,-3.69218,2017-09-20 12:29:02
1051,1608107232520318736_20906896,40.4,-3.68333,2017-09-20 12:29:02
1052,1608107222771840525_649681872,40.417063727933,-3.7035201752774,2017-09-20 12:29:01
1053,1608107171316033697_1777434048,40.38815,-3.70124,2017-09-20 12:28:55
1054,1608107168196638836_6061962040,40.427778655226,-3.6872573012429,2017-09-20 12:28:54
1055,1608107165216877492_38519362,40.4,-3.68333,2017-09-20 12:28:54
1056,1608107119096136038_3215124019,40.4,-3.68333,2017-09-20 12:28:48
1057,1608107109274944379_31045478,40.42211336888,-3.6600573796754,2017-09-20 12:28:47
1058,1608107056737271760_320500944,40.4,-3.68333,2017-09-20 12:28:41
1059,1608107056459162025_574753192,40.4,-3.68333,2017-09-20 12:28:41
1060,1608107031956669641_562484170,40.4,-3.68333,2017-09-20 12:28:38
1061,1608107024028932142_248099893,40.429411,-3.724281,2017-09-20 12:28:37
1062,1608107007470843200_1703374599,40.42694,-3.69395,2017-09-20 12:28:35
1063,1608107006606276587_2077167029,40.452937259887,-3.688770173838,2017-09-20 12:28:35
1064,1608106934103995956_1983558571,40.42278,-3.71194,2017-09-20 12:28:26
1066,1608106839109986092_2954908933,40.4,-3.68333,2017-09-20 12:28:15
1068,1608106772604805055_5832016484,40.452937259887,-3.688770173838,2017-09-20 12:28:07
1069,1608106767421993030_2224069670,40.444731571209,-3.6851444240411,2017-09-20 12:28:06
1070,1608106763756671241_3929694857,40.443137227595,-3.6818766966496,2017-09-20 12:28:06
1071,1608106704145440494_2208951799,40.42015,-3.68963,2017-09-20 12:27:59
1072,1608106701604259953_1410621551,40.4,-3.68333,2017-09-20 12:27:59
1074,1608106689987319649_3045529520,40.418333,-3.714167,2017-09-20 12:27:57
1075,1608106626517212626_1494269029,40.42373,-3.68517,2017-09-20 12:27:50
1076,1608106623287917518_6071067838,40.4,-3.68333,2017-09-20 12:27:49
1077,1608106556867880044_2889123799,40.4,-3.68333,2017-09-20 12:27:41
1078,1608106543386960701_904802741,40.41301,-3.66923,2017-09-20 12:27:40
1079,1608106524689040076_261695037,40.42138,-3.70482,2017-09-20 12:27:38
1081,1608106501016061161_853964492,40.42029,-3.69988,2017-09-20 12:27:35
1082,1608106431507504627_6022913305,40.4,-3.68333,2017-09-20 12:27:26
1084,1608106313296680777_2189248249,40.41,-3.70639,2017-09-20 12:27:12
1085,1608106305988536498_398204488,40.4237899,-3.69463,2017-09-20 12:27:11
1086,1608106286736521717_5475502749,40.43039,-3.70156,2017-09-20 12:27:09
1087,1608106261235933619_5582451244,40.411070579405,-3.6830847771771,2017-09-20 12:27:06
1088,1608106251161336277_5557794635,40.43511,-3.67951,2017-09-20 12:27:05
1089,1608106235684750749_4509613601,40.430201347063,-3.6856382512952,2017-09-20 12:27:03
1090,1608106170806861332_1742242213,40.42028,-3.70578,2017-09-20 12:26:55
1091,1608106162946608043_1479456644,40.4,-3.68333,2017-09-20 12:26:54
1093,1608106143007390354_251894081,40.4,-3.68333,2017-09-20 12:26:52
1094,1608106128529341886_2203351598,40.452937259887,-3.688770173838,2017-09-20 12:26:50
1095,1608106081594534024_322702669,40.4454832,-3.6872307,2017-09-20 12:26:45
1096,1608106063650820597_1073025349,40.4,-3.68333,2017-09-20 12:26:43
1097,1608106047830251843_399029260,40.4,-3.68333,2017-09-20 12:26:41
1098,1608106046723169737_3593082106,40.4,-3.68333,2017-09-20 12:26:41
1099,1608106046354028004_227709408,40.4,-3.68333,2017-09-20 12:26:41
1100,1608106046287421064_5554755307,40.4,-3.68333,2017-09-20 12:26:41
1101,1608106009209155682_1490049045,40.4,-3.68333,2017-09-20 12:26:36
1102,1608106006751942952_231718965,40.41909,-3.70991,2017-09-20 12:26:36
1104,1608105975838006670_5374558849,40.42080417,-3.68493994,2017-09-20 12:26:32
1105,1608105893604488748_5425484884,40.41715,-3.7046,2017-09-20 12:26:22
1106,1608105756710916015_5718618290,40.4,-3.68333,2017-09-20 12:26:06
1107,1608105699207022568_384857857,40.41355556,-3.68205556,2017-09-20 12:25:59
1108,1608105695777236195_1164126250,40.418333,-3.714167,2017-09-20 12:25:59
1109,1608105650051000216_562484170,40.41562,-3.70862,2017-09-20 12:25:53
1111,1608105636747226422_2623535153,40.42656,-3.70074,2017-09-20 12:25:52
1112,1608105564034624005_262347152,40.4105386,-3.7283862,2017-09-20 12:25:43
1113,1608105557063215913_1312998867,40.38627,-3.70575,2017-09-20 12:25:42
1114,1608105529144691166_5558847159,40.42181,-3.68418,2017-09-20 12:25:39
1115,1608105515606826999_420368702,40.4,-3.68333,2017-09-20 12:25:37
1116,1608105510556377563_194979112,40.4,-3.68333,2017-09-20 12:25:37
1118,1608105432784943283_1973847499,40.452937259887,-3.688770173838,2017-09-20 12:25:27
1119,1608105429018245149_3301182394,40.43,-3.677778,2017-09-20 12:25:27
1122,1608105367372242610_1743879888,40.41416863816,-3.6924807527939,2017-09-20 12:25:20
1123,1608105339125775784_2123913128,40.40403102687,-3.7040636552485,2017-09-20 12:25:16
1124,1608105337306919591_1490049045,40.4,-3.68333,2017-09-20 12:25:16
1125,1608105273099322908_2020298291,40.4,-3.68333,2017-09-20 12:25:08
1126,1608105237054718650_197103835,40.4201,-3.70565,2017-09-20 12:25:04
1127,1608105219295949738_305077815,40.43246215907,-3.6878613379969,2017-09-20 12:25:02
1128,1608105183047792495_1811159380,40.418265204849,-3.7093992232671,2017-09-20 12:24:58
1129,1608105175591253309_1592107965,40.45309,-3.68936,2017-09-20 12:24:57
1130,1608105172538429302_2662598799,40.4,-3.68333,2017-09-20 12:24:56
1131,1608105138647437010_4197023548,40.4,-3.68333,2017-09-20 12:24:52
1132,1608105121593314435_1184235426,40.4,-3.68333,2017-09-20 12:24:50
1133,1608105110779572476_5749971567,40.452937259887,-3.688770173838,2017-09-20 12:24:49
1134,1608105058184971498_472735866,40.44925,-3.71709,2017-09-20 12:24:43
1135,1608104986678722560_2078935984,40.452937259887,-3.688770173838,2017-09-20 12:24:34
1136,1608104985504198436_598814300,40.452937259887,-3.688770173838,2017-09-20 12:24:34
1137,1608104927037333526_6987953,40.4,-3.68333,2017-09-20 12:24:27
1138,1608104880009130301_273702709,40.424052777778,-3.7177777777778,2017-09-20 12:24:21
1140,1608104873122760528_674355328,40.4,-3.68333,2017-09-20 12:24:21
1141,1608104663902411946_1095967682,40.417063727933,-3.7035201752774,2017-09-20 12:23:56
1142,1608104655926063769_269642972,40.42373,-3.69164,2017-09-20 12:23:55
1143,1608104647803925700_1488901887,40.41562,-3.70862,2017-09-20 12:23:54
1144,1608104630213775148_4783379725,40.4,-3.68333,2017-09-20 12:23:52
1145,1608104585736520750_1499653701,40.42239,-3.69555,2017-09-20 12:23:46
1146,1608104574941844883_1527592969,40.4191999,-3.70643,2017-09-20 12:23:45
1147,1608104547552929680_2118077016,40.4,-3.68333,2017-09-20 12:23:42
1148,1608104494183265982_3810383,40.4252777778,-3.70833333333,2017-09-20 12:23:35
1149,1608104492859255691_1467173053,40.45214,-3.6885,2017-09-20 12:23:35
1150,1608104457047374803_1453565121,40.38651,-3.74004,2017-09-20 12:23:31
1151,1608104390400221484_214937716,40.4,-3.68333,2017-09-20 12:23:23
1153,1608104389150805971_562484170,40.41562,-3.70862,2017-09-20 12:23:23
1154,1608104291859913717_2223141437,40.4,-3.68333,2017-09-20 12:23:11
1155,1608104241855398503_1363924463,40.4,-3.68333,2017-09-20 12:23:05
1156,1608138088596116978_2080641909,40.424052777778,-3.7177777777778,2017-09-20 13:30:20
1157,1608138006766479346_214216160,40.43588,-3.70309,2017-09-20 13:30:11
1158,1608137997882788552_1352652455,40.416839640983,-3.7069664375422,2017-09-20 13:30:09
1159,1608137974535529863_605657337,40.4,-3.68333,2017-09-20 13:30:07
1160,1608137960711341843_196701777,40.4279170624,-3.7019198175413,2017-09-20 13:30:05
1161,1608137943784208479_3601442308,40.452937259887,-3.688770173838,2017-09-20 13:30:03
1162,1608137934330335210_181360708,40.41562,-3.70862,2017-09-20 13:30:02
1163,1608137915136039425_1583541726,40.424539335956,-3.7144303321838,2017-09-20 13:30:00
1164,1608137799918524171_269629246,40.4255799,-3.70394,2017-09-20 13:29:46
1165,1608137768469583958_213756530,40.43067,-3.69044,2017-09-20 13:29:42
1166,1608137724724662158_5606473874,40.4,-3.68333,2017-09-20 13:29:37
1167,1608137672958466803_218495629,40.417063727933,-3.7035201752774,2017-09-20 13:29:31
1168,1608137654309140147_2121131468,40.41364717199,-3.7102836370468,2017-09-20 13:29:28
1169,1608137585044194345_1608997855,40.4,-3.68333,2017-09-20 13:29:20
1170,1608137517129917959_5923468551,40.42933,-3.66786,2017-09-20 13:29:12
1171,1608137480825242414_254103616,40.414354,-3.682823,2017-09-20 13:29:08
1172,1608137412096909300_1474955288,40.4,-3.68333,2017-09-20 13:29:00
1173,1608137399957828752_3535846433,40.4,-3.68333,2017-09-20 13:28:58
1174,1608137378399101980_254324369,40.42221,-3.6957,2017-09-20 13:28:56
1175,1608137371864390783_586953887,40.4,-3.68333,2017-09-20 13:28:55
1177,1608137335551971339_44545573,40.417063727933,-3.7035201752774,2017-09-20 13:28:50
1178,1608137325592787747_696469657,40.410905,-3.692897,2017-09-20 13:28:49
1179,1608137293767863883_6002967961,40.42028,-3.70578,2017-09-20 13:28:46
1180,1608137269356969148_516157723,40.4,-3.68333,2017-09-20 13:28:43
1181,1608137248603578226_2134203762,40.4,-3.68333,2017-09-20 13:28:40
1183,1608137111727026921_218495629,40.4,-3.68333,2017-09-20 13:28:24
1184,1608137107103171379_2882661992,40.4,-3.68333,2017-09-20 13:28:23
1185,1608137096115405944_5323153545,40.43589,-3.71649,2017-09-20 13:28:22
1186,1608137078097296427_2945763502,40.4,-3.68333,2017-09-20 13:28:20
1187,1608137067198826284_638185616,40.4233199,-3.69962,2017-09-20 13:28:19
1189,1608137061319843618_295777772,40.4,-3.68333,2017-09-20 13:28:18
1191,1608137044667583116_5532470207,40.4,-3.68333,2017-09-20 13:28:16
1192,1608137021120002981_37074637,40.42021,-3.71394,2017-09-20 13:28:13
1193,1608136972776272306_443560,40.414958,-3.702311,2017-09-20 13:28:07
1195,1608136956812866195_287559939,40.415465028143,-3.7088205806296,2017-09-20 13:28:05
1196,1608136873943167211_47905687,40.4,-3.68333,2017-09-20 13:27:55
1198,1608136872827472896_788832287,40.45309,-3.68936,2017-09-20 13:27:55
1199,1608136826571351768_3963813632,40.432836943889,-3.6789608001709,2017-09-20 13:27:50
1201,1608136807689462246_174697253,40.4,-3.68333,2017-09-20 13:27:48
1205,1608136807504139937_6047137056,40.4,-3.68333,2017-09-20 13:27:48
1206,1608136628356784546_331233570,40.410905,-3.692897,2017-09-20 13:27:26
1207,1608136550076258730_293551089,40.4,-3.68333,2017-09-20 13:27:17
1208,1608136543154475389_2351635528,40.4,-3.68333,2017-09-20 13:27:16
1209,1608136531561973108_2520670368,40.429411,-3.724281,2017-09-20 13:27:15
1210,1608136500254373736_313741802,40.411070579405,-3.6830847771771,2017-09-20 13:27:11
1212,1608136494224393462_1671601848,40.414354,-3.682823,2017-09-20 13:27:10
1213,1608136418985975777_206715442,40.41273,-3.70171,2017-09-20 13:27:01
1215,1608136407954922353_1984440605,40.40625,-3.6828001,2017-09-20 13:27:00
1216,1608136390072003733_218495629,40.415556,-3.714444,2017-09-20 13:26:58
1217,1608136381002271156_40280209,40.4,-3.68333,2017-09-20 13:26:57
1218,1608136313582797519_509400741,40.4,-3.68333,2017-09-20 13:26:49
1219,1608136296690083535_1102492130,40.41562,-3.70862,2017-09-20 13:26:47
1220,1608136225302851990_340555376,40.452937259887,-3.688770173838,2017-09-20 13:26:38
1221,1608136190715566856_1450899958,40.4,-3.68333,2017-09-20 13:26:34
1223,1608136176372088669_270423164,40.43783,-3.68396,2017-09-20 13:26:32
1224,1608136170616041685_2533859507,40.418017318363,-3.6800980567932,2017-09-20 13:26:32
