,id,time,latitude,longitude
832,1608046784638368402_5882045834,2017-09-20 10:28:56,40.42631,-3.71729
833,1608046716380881303_3080349206,2017-09-20 10:28:48,40.4514,-3.6774
834,1608046628047225402_32432376,2017-09-20 10:28:37,40.41729,-3.70668
835,1608046571650469635_323502396,2017-09-20 10:28:31,40.4,-3.68333
836,1608046558892563401_5990107692,2017-09-20 10:28:29,40.4323,-3.69772
837,1608046547165837988_3723588,2017-09-20 10:28:28,40.42,-3.70361
838,1608046544489451178_38843501,2017-09-20 10:28:27,40.4,-3.68333
839,1608046534129361122_1957681522,2017-09-20 10:28:26,40.4,-3.68333
840,1608046493831221533_253231197,2017-09-20 10:28:21,40.43152,-3.66284
841,1608046469537134683_1645293021,2017-09-20 10:28:18,40.41562,-3.70862
843,1608046433330875329_1137870603,2017-09-20 10:28:14,40.4,-3.68333
846,1608046430168958130_30908894,2017-09-20 10:28:14,40.411070579405,-3.6830847771771
848,1608046394417267675_6014212865,2017-09-20 10:28:09,40.4,-3.68333
849,1608046379636514417_4574100239,2017-09-20 10:28:08,40.4,-3.68333
850,1608046376524862272_5528180087,2017-09-20 10:28:07,40.4,-3.68333
853,1608046360844880297_1521311643,2017-09-20 10:28:05,40.4,-3.68333
854,1608046335973717521_1395984634,2017-09-20 10:28:02,40.4,-3.68333
855,1608046328162875170_4188971694,2017-09-20 10:28:02,40.4151461,-3.7068644
856,1608046322617999489_368163216,2017-09-20 10:28:01,40.422362486163,-3.6988700295589
857,1608046294515898363_6043067957,2017-09-20 10:27:58,40.4,-3.68333
858,1608046278763070116_3127415469,2017-09-20 10:27:56,40.4,-3.68333
859,1608046227526492816_497357675,2017-09-20 10:27:50,40.4,-3.68333
860,1608046219882882864_35967737,2017-09-20 10:27:49,40.4182332825,-3.7142742975
861,1608046212946550857_5920407148,2017-09-20 10:27:48,40.43589,-3.71649
862,1608046195993187704_41141798,2017-09-20 10:27:46,40.42,-3.70361
863,1608046188367750149_656027101,2017-09-20 10:27:45,40.43112,-3.66696
864,1608046183845389202_744118241,2017-09-20 10:27:44,40.437666647143,-3.6812492857143
865,1608046175204878573_318795999,2017-09-20 10:27:43,40.4,-3.68333
866,1608046089624486212_585805803,2017-09-20 10:27:33,40.4180024,-3.7122249
867,1608046079090039823_496372225,2017-09-20 10:27:32,40.424087209231,-3.6740002733973
868,1608046031081450571_7693160,2017-09-20 10:27:26,40.449967937845,-3.6919212341309
871,1608046023455250162_4257606696,2017-09-20 10:27:25,40.45833912,-3.6908313
872,1608046008842291062_1113752980,2017-09-20 10:27:24,40.422362486163,-3.6988700295589
873,1608045981739665117_358950504,2017-09-20 10:27:20,40.415556,-3.714444
874,1608045976186971734_5963938843,2017-09-20 10:27:20,40.43589,-3.71649
875,1608045937237577604_474672123,2017-09-20 10:27:15,40.41448,-3.70009
876,1608045903457718439_1090148333,2017-09-20 10:27:11,40.44714,-3.70579
877,1608045903011245841_4745574647,2017-09-20 10:27:11,40.42207,-3.70238
879,1608045860238961146_18498235,2017-09-20 10:27:06,40.4,-3.68333
883,1608045769792978270_5961463456,2017-09-20 10:26:55,40.4,-3.68333
884,1608045758903301707_5886481317,2017-09-20 10:26:54,40.4,-3.68333
885,1608045690477452993_5033862152,2017-09-20 10:26:46,40.450295,-3.709735
887,1608045666268194219_1929077948,2017-09-20 10:26:43,40.41116691,-3.6898015
888,1608045661420103814_231616167,2017-09-20 10:26:42,40.4,-3.68333
889,1608045648409872359_1186714422,2017-09-20 10:26:41,40.4,-3.68333
890,1608045588951540047_5925105111,2017-09-20 10:26:33,40.4,-3.68333
891,1608045584488807263_209688518,2017-09-20 10:26:33,40.41136,-3.70953
892,1608045534935834714_244312270,2017-09-20 10:26:27,40.4487801,-3.69505
894,1608045514368951114_5394258597,2017-09-20 10:26:25,40.4,-3.68333
895,1608045500651551133_189295294,2017-09-20 10:26:23,40.42015,-3.68963
896,1608045458071172379_3738096864,2017-09-20 10:26:18,40.45318,-3.69691
897,1608045428696145731_39371216,2017-09-20 10:26:14,40.41482,-3.69898
898,1608045419133131345_217579522,2017-09-20 10:26:13,40.41858679423,-3.7032235908959
901,1608045387599598139_4180737952,2017-09-20 10:26:09,40.431219970688,-3.6846470832825
902,1608045380386129984_4212332006,2017-09-20 10:26:09,40.4,-3.68333
903,1608045250471030722_468243205,2017-09-20 10:25:53,40.4,-3.68333
906,1608045218718940111_1496264429,2017-09-20 10:25:49,40.42256,-3.69874
909,1608045217176166062_25615439,2017-09-20 10:25:49,40.4,-3.68333
911,1608045180542433793_305516280,2017-09-20 10:25:45,40.418333,-3.714167
916,1608045098326326713_207170356,2017-09-20 10:25:35,40.4,-3.68333
917,1608045098174655759_287610657,2017-09-20 10:25:35,40.4,-3.68333
918,1608045065745579995_250856484,2017-09-20 10:25:31,40.417063727933,-3.7035201752774
919,1608045053531757953_3274999969,2017-09-20 10:25:30,40.42785,-3.68861
920,1608045028358104539_51583521,2017-09-20 10:25:27,40.4,-3.68333
922,1608044983117722166_6070976044,2017-09-20 10:25:21,40.4,-3.68333
923,1608044979711521163_275227080,2017-09-20 10:25:21,40.421598624234,-3.7200270762595
924,1608077489292061088_354242944,2017-09-20 11:29:56,40.4,-3.68333
925,1608077482346318494_2277181775,2017-09-20 11:29:55,40.4,-3.68333
926,1608077445344032527_1499649115,2017-09-20 11:29:51,40.4,-3.68333
927,1608077424472367088_4845616169,2017-09-20 11:29:49,40.423323538644,-3.6719417195702
928,1608077377916032422_4026281231,2017-09-20 11:29:43,40.41862,-3.709
929,1608077323717684522_4157011039,2017-09-20 11:29:37,40.42992,-3.67304
930,1608077312182710412_4040807045,2017-09-20 11:29:35,40.42028,-3.70578
931,1608077300406250109_4494859684,2017-09-20 11:29:34,40.4,-3.68333
932,1608077283317710539_323931590,2017-09-20 11:29:32,40.416839640983,-3.7069664375422
933,1608077231058134942_1219597257,2017-09-20 11:29:25,40.4,-3.68333
934,1608077195455279465_213806303,2017-09-20 11:29:21,40.4,-3.68333
935,1608077192235674429_6041093976,2017-09-20 11:29:21,40.429766425359,-3.6835445767212
936,1608077172127604063_529377225,2017-09-20 11:29:18,40.4,-3.68333
937,1608077163108609396_318795999,2017-09-20 11:29:17,40.4,-3.68333
938,1608077145367005894_637833462,2017-09-20 11:29:15,40.42884,-3.68615
939,1608077134102250042_811070681,2017-09-20 11:29:14,40.41416863816,-3.6924807527939
940,1608077111763908299_535479119,2017-09-20 11:29:11,40.4,-3.68333
942,1608077064124241533_285532038,2017-09-20 11:29:06,40.4,-3.68333
943,1608077033177353917_2379818,2017-09-20 11:29:02,40.41842,-3.69659
944,1608077016551159120_4459469213,2017-09-20 11:29:00,40.452937259887,-3.688770173838
945,1608076915527353474_248230249,2017-09-20 11:28:48,40.43564,-3.69106
946,1608076911878283561_3252362572,2017-09-20 11:28:47,40.4,-3.68333
947,1608076910503763552_1427431435,2017-09-20 11:28:47,40.4070519,-3.6913500000001
948,1608076893323339069_2291276008,2017-09-20 11:28:45,40.4,-3.68333
949,1608076852513213106_42330823,2017-09-20 11:28:40,40.4,-3.68333
951,1608076839778036406_289097883,2017-09-20 11:28:39,40.4,-3.68333
952,1608076831105493840_4651695667,2017-09-20 11:28:38,40.43039,-3.70209
953,1608076778803204181_3293867800,2017-09-20 11:28:32,40.425226171682,-3.6872001571837
954,1608076765245251424_14478556,2017-09-20 11:28:30,40.411070579405,-3.6830847771771
956,1608076729125774667_4041447756,2017-09-20 11:28:26,40.3833,-3.73333
957,1608076724896307956_5943864557,2017-09-20 11:28:25,40.4,-3.68333
958,1608076682929163619_628763651,2017-09-20 11:28:20,40.43616,-3.68339
959,1608076668080349503_331751207,2017-09-20 11:28:18,40.4,-3.68333
960,1608076662627406438_1665644840,2017-09-20 11:28:18,40.4,-3.68333
962,1608076644392627319_5626154594,2017-09-20 11:28:16,40.418968910734,-3.7021565437317
963,1608076630575875694_189896129,2017-09-20 11:28:14,40.4,-3.68333
964,1608076558040204237_3098731898,2017-09-20 11:28:05,40.411070579405,-3.6830847771771
966,1608076499871638479_568889240,2017-09-20 11:27:58,40.4,-3.68333
967,1608076486550809140_174102589,2017-09-20 11:27:57,40.452937259887,-3.688770173838
968,1608076480854703431_2379818,2017-09-20 11:27:56,40.418441386053,-3.6964981423713
969,1608076459289391124_3962457049,2017-09-20 11:27:53,40.42645,-3.69635
971,1608076457190687382_4646276691,2017-09-20 11:27:53,40.4,-3.68333
972,1608076426287531073_5994995223,2017-09-20 11:27:50,40.4,-3.68333
973,1608076397859097963_4028134156,2017-09-20 11:27:46,40.4,-3.68333
974,1608076379528676981_1910482678,2017-09-20 11:27:44,40.4,-3.68333
975,1608076379304032209_5481122238,2017-09-20 11:27:44,40.4,-3.68333
976,1608076350346217492_209805997,2017-09-20 11:27:40,40.417063727933,-3.7035201752774
977,1608076322242873253_4040807045,2017-09-20 11:27:37,40.417063727933,-3.7035201752774
978,1608076299518460652_1708931641,2017-09-20 11:27:34,40.4,-3.68333
979,1608076224087837485_188475586,2017-09-20 11:27:25,40.453331566812,-3.6882948875427
980,1608076214583815922_2422924887,2017-09-20 11:27:24,40.42,-3.701667
981,1608076181709270964_655942174,2017-09-20 11:27:20,40.417063727933,-3.7035201752774
982,1608076148515260371_2246257874,2017-09-20 11:27:16,40.426681342992,-3.6871554783155
983,1608076141728541049_565597547,2017-09-20 11:27:16,40.4,-3.68333
984,1608076134683290884_1655480401,2017-09-20 11:27:15,40.4,-3.68333
986,1608076112562591955_3534058,2017-09-20 11:27:12,40.41702,-3.70429
988,1608076054722530226_577598321,2017-09-20 11:27:05,40.4,-3.68333
989,1608076046257707309_5770033503,2017-09-20 11:27:04,40.43589,-3.71649
990,1608076013223567032_5419808842,2017-09-20 11:27:00,40.424052777778,-3.7177777777778
993,1608075992579173041_35055430,2017-09-20 11:26:58,40.4,-3.68333
994,1608075980902426583_50892327,2017-09-20 11:26:56,40.414354,-3.682823
996,1608075957180548114_195332453,2017-09-20 11:26:54,40.43511,-3.70576
997,1608075931207999158_289038153,2017-09-20 11:26:51,40.4,-3.68333
998,1608075898074839770_283967862,2017-09-20 11:26:47,40.4,-3.68333
999,1608075856869423302_513604077,2017-09-20 11:26:42,40.411208515455,-3.7028925118182
1000,1608075828532766171_3777996463,2017-09-20 11:26:38,40.42437,-3.70165
1001,1608075826350325528_8777764,2017-09-20 11:26:38,40.41525,-3.70208
1002,1608075808819397403_1652051779,2017-09-20 11:26:36,40.411070579405,-3.6830847771771
1004,1608075801580261346_262950882,2017-09-20 11:26:35,40.44878,-3.69505
1005,1608075772940479454_4748823551,2017-09-20 11:26:32,40.41713,-3.70648
1006,1608075726408638421_2265656083,2017-09-20 11:26:26,40.42690564751,-3.6997945031258
1007,1608075715941418619_23888561,2017-09-20 11:26:25,40.42168,-3.70465
1008,1608075682520186992_39685800,2017-09-20 11:26:21,40.4,-3.68333
1009,1608075674325033198_436911322,2017-09-20 11:26:20,40.42469,-3.71369
1010,1608075633370617244_330680501,2017-09-20 11:26:15,40.41355556,-3.68205556
1011,1608075593852006722_910053083,2017-09-20 11:26:10,40.4,-3.68333
1012,1608075545407420223_4040807045,2017-09-20 11:26:05,40.459014,-3.675189
1013,1608075536013180267_4514025067,2017-09-20 11:26:03,40.42562,-3.69855
1014,1608075526072440331_5997746133,2017-09-20 11:26:02,40.411070579405,-3.6830847771771
1015,1608075479205383676_47582833,2017-09-20 11:25:57,40.424052777778,-3.7177777777778
1017,1608075473149982995_5815743770,2017-09-20 11:25:56,40.45943,-3.70958
1018,1608075445231083702_945379813,2017-09-20 11:25:53,40.40853,-3.69401
1019,1608075440332683224_359965992,2017-09-20 11:25:52,40.445402295229,-3.7290425493256
1021,1608075434787021193_3837031876,2017-09-20 11:25:51,40.4,-3.68333
1022,1608075409076210535_1689262058,2017-09-20 11:25:48,40.4,-3.68333
1023,1608075389918230917_521040760,2017-09-20 11:25:46,40.414012,-3.722955
1024,1608075382265747268_836099094,2017-09-20 11:25:45,40.40888889,-3.7075
1025,1608075378559350981_6044505662,2017-09-20 11:25:45,40.4,-3.68333
1026,1608075357679155897_46541107,2017-09-20 11:25:42,40.4,-3.68333
1028,1608075298959820820_5998418906,2017-09-20 11:25:35,40.452937259887,-3.688770173838
1029,1608075293792558361_53038861,2017-09-20 11:25:35,40.436185098115,-3.6705601215363
1030,1608075292474198627_2099107736,2017-09-20 11:25:34,40.4,-3.68333
1032,1608075272838356453_1649610977,2017-09-20 11:25:32,40.43643,-3.68838
1033,1608075227572987963_6484740,2017-09-20 11:25:27,40.41136,-3.70953
1034,1608075217498212473_2208792011,2017-09-20 11:25:25,40.452937259887,-3.688770173838
1035,1608075187039140707_1228868349,2017-09-20 11:25:22,40.4,-3.68333
1038,1608075173574321608_4005680360,2017-09-20 11:25:20,40.4,-3.68333
1040,1608075170639483641_43960711,2017-09-20 11:25:20,40.4,-3.68333
1041,1608075168702187404_6045634443,2017-09-20 11:25:20,40.42469,-3.71369
1042,1608075151084106899_1481427788,2017-09-20 11:25:18,40.411070579405,-3.6830847771771
1043,1608107369865649200_378328903,2017-09-20 12:29:18,40.4,-3.68333
1044,1608107365495173457_580962896,2017-09-20 12:29:18,40.411070579405,-3.6830847771771
1045,1608107362416366423_306019429,2017-09-20 12:29:17,40.4,-3.68333
1046,1608107344332113861_1373962445,2017-09-20 12:29:15,40.4262085,-3.7025001
1047,1608107296129504377_323502396,2017-09-20 12:29:10,40.4,-3.68333
1048,1608107255756351380_1646692924,2017-09-20 12:29:05,40.4261398,-3.6981399
1049,1608107234239557431_1164126250,2017-09-20 12:29:02,40.4157122,-3.714328
1050,1608107233719019315_1723116407,2017-09-20 12:29:02,40.41901,-3.69218
1051,1608107232520318736_20906896,2017-09-20 12:29:02,40.4,-3.68333
1052,1608107222771840525_649681872,2017-09-20 12:29:01,40.417063727933,-3.7035201752774
1053,1608107171316033697_1777434048,2017-09-20 12:28:55,40.38815,-3.70124
1054,1608107168196638836_6061962040,2017-09-20 12:28:54,40.427778655226,-3.6872573012429
1055,1608107165216877492_38519362,2017-09-20 12:28:54,40.4,-3.68333
1056,1608107119096136038_3215124019,2017-09-20 12:28:48,40.4,-3.68333
1057,1608107109274944379_31045478,2017-09-20 12:28:47,40.42211336888,-3.6600573796754
1058,1608107056737271760_320500944,2017-09-20 12:28:41,40.4,-3.68333
1059,1608107056459162025_574753192,2017-09-20 12:28:41,40.4,-3.68333
1060,1608107031956669641_562484170,2017-09-20 12:28:38,40.4,-3.68333
1061,1608107024028932142_248099893,2017-09-20 12:28:37,40.429411,-3.724281
1062,1608107007470843200_1703374599,2017-09-20 12:28:35,40.42694,-3.69395
1063,1608107006606276587_2077167029,2017-09-20 12:28:35,40.452937259887,-3.688770173838
1064,1608106934103995956_1983558571,2017-09-20 12:28:26,40.42278,-3.71194
1066,1608106839109986092_2954908933,2017-09-20 12:28:15,40.4,-3.68333
1068,1608106772604805055_5832016484,2017-09-20 12:28:07,40.452937259887,-3.688770173838
1069,1608106767421993030_2224069670,2017-09-20 12:28:06,40.444731571209,-3.6851444240411
1070,1608106763756671241_3929694857,2017-09-20 12:28:06,40.443137227595,-3.6818766966496
1071,1608106704145440494_2208951799,2017-09-20 12:27:59,40.42015,-3.68963
1072,1608106701604259953_1410621551,2017-09-20 12:27:59,40.4,-3.68333
1074,1608106689987319649_3045529520,2017-09-20 12:27:57,40.418333,-3.714167
1075,1608106626517212626_1494269029,2017-09-20 12:27:50,40.42373,-3.68517
1076,1608106623287917518_6071067838,2017-09-20 12:27:49,40.4,-3.68333
1077,1608106556867880044_2889123799,2017-09-20 12:27:41,40.4,-3.68333
1078,1608106543386960701_904802741,2017-09-20 12:27:40,40.41301,-3.66923
1079,1608106524689040076_261695037,2017-09-20 12:27:38,40.42138,-3.70482
1081,1608106501016061161_853964492,2017-09-20 12:27:35,40.42029,-3.69988
1082,1608106431507504627_6022913305,2017-09-20 12:27:26,40.4,-3.68333
1084,1608106313296680777_2189248249,2017-09-20 12:27:12,40.41,-3.70639
1085,1608106305988536498_398204488,2017-09-20 12:27:11,40.4237899,-3.69463
1086,1608106286736521717_5475502749,2017-09-20 12:27:09,40.43039,-3.70156
1087,1608106261235933619_5582451244,2017-09-20 12:27:06,40.411070579405,-3.6830847771771
1088,1608106251161336277_5557794635,2017-09-20 12:27:05,40.43511,-3.67951
1089,1608106235684750749_4509613601,2017-09-20 12:27:03,40.430201347063,-3.6856382512952
1090,1608106170806861332_1742242213,2017-09-20 12:26:55,40.42028,-3.70578
1091,1608106162946608043_1479456644,2017-09-20 12:26:54,40.4,-3.68333
1093,1608106143007390354_251894081,2017-09-20 12:26:52,40.4,-3.68333
1094,1608106128529341886_2203351598,2017-09-20 12:26:50,40.452937259887,-3.688770173838
1095,1608106081594534024_322702669,2017-09-20 12:26:45,40.4454832,-3.6872307
1096,1608106063650820597_1073025349,2017-09-20 12:26:43,40.4,-3.68333
1097,1608106047830251843_399029260,2017-09-20 12:26:41,40.4,-3.68333
1098,1608106046723169737_3593082106,2017-09-20 12:26:41,40.4,-3.68333
1099,1608106046354028004_227709408,2017-09-20 12:26:41,40.4,-3.68333
1100,1608106046287421064_5554755307,2017-09-20 12:26:41,40.4,-3.68333
1101,1608106009209155682_1490049045,2017-09-20 12:26:36,40.4,-3.68333
1102,1608106006751942952_231718965,2017-09-20 12:26:36,40.41909,-3.70991
1104,1608105975838006670_5374558849,2017-09-20 12:26:32,40.42080417,-3.68493994
1105,1608105893604488748_5425484884,2017-09-20 12:26:22,40.41715,-3.7046
1106,1608105756710916015_5718618290,2017-09-20 12:26:06,40.4,-3.68333
1107,1608105699207022568_384857857,2017-09-20 12:25:59,40.41355556,-3.68205556
1108,1608105695777236195_1164126250,2017-09-20 12:25:59,40.418333,-3.714167
1109,1608105650051000216_562484170,2017-09-20 12:25:53,40.41562,-3.70862
1111,1608105636747226422_2623535153,2017-09-20 12:25:52,40.42656,-3.70074
1112,1608105564034624005_262347152,2017-09-20 12:25:43,40.4105386,-3.7283862
1113,1608105557063215913_1312998867,2017-09-20 12:25:42,40.38627,-3.70575
1114,1608105529144691166_5558847159,2017-09-20 12:25:39,40.42181,-3.68418
1115,1608105515606826999_420368702,2017-09-20 12:25:37,40.4,-3.68333
1116,1608105510556377563_194979112,2017-09-20 12:25:37,40.4,-3.68333
1118,1608105432784943283_1973847499,2017-09-20 12:25:27,40.452937259887,-3.688770173838
1119,1608105429018245149_3301182394,2017-09-20 12:25:27,40.43,-3.677778
1122,1608105367372242610_1743879888,2017-09-20 12:25:20,40.41416863816,-3.6924807527939
1123,1608105339125775784_2123913128,2017-09-20 12:25:16,40.40403102687,-3.7040636552485
1124,1608105337306919591_1490049045,2017-09-20 12:25:16,40.4,-3.68333
1125,1608105273099322908_2020298291,2017-09-20 12:25:08,40.4,-3.68333
1126,1608105237054718650_197103835,2017-09-20 12:25:04,40.4201,-3.70565
1127,1608105219295949738_305077815,2017-09-20 12:25:02,40.43246215907,-3.6878613379969
1128,1608105183047792495_1811159380,2017-09-20 12:24:58,40.418265204849,-3.7093992232671
1129,1608105175591253309_1592107965,2017-09-20 12:24:57,40.45309,-3.68936
1130,1608105172538429302_2662598799,2017-09-20 12:24:56,40.4,-3.68333
1131,1608105138647437010_4197023548,2017-09-20 12:24:52,40.4,-3.68333
1132,1608105121593314435_1184235426,2017-09-20 12:24:50,40.4,-3.68333
1133,1608105110779572476_5749971567,2017-09-20 12:24:49,40.452937259887,-3.688770173838
1134,1608105058184971498_472735866,2017-09-20 12:24:43,40.44925,-3.71709
1135,1608104986678722560_2078935984,2017-09-20 12:24:34,40.452937259887,-3.688770173838
1136,1608104985504198436_598814300,2017-09-20 12:24:34,40.452937259887,-3.688770173838
1137,1608104927037333526_6987953,2017-09-20 12:24:27,40.4,-3.68333
1138,1608104880009130301_273702709,2017-09-20 12:24:21,40.424052777778,-3.7177777777778
1140,1608104873122760528_674355328,2017-09-20 12:24:21,40.4,-3.68333
1141,1608104663902411946_1095967682,2017-09-20 12:23:56,40.417063727933,-3.7035201752774
1142,1608104655926063769_269642972,2017-09-20 12:23:55,40.42373,-3.69164
1143,1608104647803925700_1488901887,2017-09-20 12:23:54,40.41562,-3.70862
1144,1608104630213775148_4783379725,2017-09-20 12:23:52,40.4,-3.68333
1145,1608104585736520750_1499653701,2017-09-20 12:23:46,40.42239,-3.69555
1146,1608104574941844883_1527592969,2017-09-20 12:23:45,40.4191999,-3.70643
1147,1608104547552929680_2118077016,2017-09-20 12:23:42,40.4,-3.68333
1148,1608104494183265982_3810383,2017-09-20 12:23:35,40.4252777778,-3.70833333333
1149,1608104492859255691_1467173053,2017-09-20 12:23:35,40.45214,-3.6885
1150,1608104457047374803_1453565121,2017-09-20 12:23:31,40.38651,-3.74004
1151,1608104390400221484_214937716,2017-09-20 12:23:23,40.4,-3.68333
1153,1608104389150805971_562484170,2017-09-20 12:23:23,40.41562,-3.70862
1154,1608104291859913717_2223141437,2017-09-20 12:23:11,40.4,-3.68333
1155,1608104241855398503_1363924463,2017-09-20 12:23:05,40.4,-3.68333
1156,1608138088596116978_2080641909,2017-09-20 13:30:20,40.424052777778,-3.7177777777778
1157,1608138006766479346_214216160,2017-09-20 13:30:11,40.43588,-3.70309
1158,1608137997882788552_1352652455,2017-09-20 13:30:09,40.416839640983,-3.7069664375422
1159,1608137974535529863_605657337,2017-09-20 13:30:07,40.4,-3.68333
1160,1608137960711341843_196701777,2017-09-20 13:30:05,40.4279170624,-3.7019198175413
1161,1608137943784208479_3601442308,2017-09-20 13:30:03,40.452937259887,-3.688770173838
1162,1608137934330335210_181360708,2017-09-20 13:30:02,40.41562,-3.70862
1163,1608137915136039425_1583541726,2017-09-20 13:30:00,40.424539335956,-3.7144303321838
1164,1608137799918524171_269629246,2017-09-20 13:29:46,40.4255799,-3.70394
1165,1608137768469583958_213756530,2017-09-20 13:29:42,40.43067,-3.69044
1166,1608137724724662158_5606473874,2017-09-20 13:29:37,40.4,-3.68333
1167,1608137672958466803_218495629,2017-09-20 13:29:31,40.417063727933,-3.7035201752774
1168,1608137654309140147_2121131468,2017-09-20 13:29:28,40.41364717199,-3.7102836370468
1169,1608137585044194345_1608997855,2017-09-20 13:29:20,40.4,-3.68333
1170,1608137517129917959_5923468551,2017-09-20 13:29:12,40.42933,-3.66786
1171,1608137480825242414_254103616,2017-09-20 13:29:08,40.414354,-3.682823
1172,1608137412096909300_1474955288,2017-09-20 13:29:00,40.4,-3.68333
1173,1608137399957828752_3535846433,2017-09-20 13:28:58,40.4,-3.68333
1174,1608137378399101980_254324369,2017-09-20 13:28:56,40.42221,-3.6957
1175,1608137371864390783_586953887,2017-09-20 13:28:55,40.4,-3.68333
1177,1608137335551971339_44545573,2017-09-20 13:28:50,40.417063727933,-3.7035201752774
1178,1608137325592787747_696469657,2017-09-20 13:28:49,40.410905,-3.692897
1179,1608137293767863883_6002967961,2017-09-20 13:28:46,40.42028,-3.70578
1180,1608137269356969148_516157723,2017-09-20 13:28:43,40.4,-3.68333
1181,1608137248603578226_2134203762,2017-09-20 13:28:40,40.4,-3.68333
1183,1608137111727026921_218495629,2017-09-20 13:28:24,40.4,-3.68333
1184,1608137107103171379_2882661992,2017-09-20 13:28:23,40.4,-3.68333
1185,1608137096115405944_5323153545,2017-09-20 13:28:22,40.43589,-3.71649
1186,1608137078097296427_2945763502,2017-09-20 13:28:20,40.4,-3.68333
1187,1608137067198826284_638185616,2017-09-20 13:28:19,40.4233199,-3.69962
1189,1608137061319843618_295777772,2017-09-20 13:28:18,40.4,-3.68333
1191,1608137044667583116_5532470207,2017-09-20 13:28:16,40.4,-3.68333
1192,1608137021120002981_37074637,2017-09-20 13:28:13,40.42021,-3.71394
1193,1608136972776272306_443560,2017-09-20 13:28:07,40.414958,-3.702311
1195,1608136956812866195_287559939,2017-09-20 13:28:05,40.415465028143,-3.7088205806296
1196,1608136873943167211_47905687,2017-09-20 13:27:55,40.4,-3.68333
1198,1608136872827472896_788832287,2017-09-20 13:27:55,40.45309,-3.68936
1199,1608136826571351768_3963813632,2017-09-20 13:27:50,40.432836943889,-3.6789608001709
1201,1608136807689462246_174697253,2017-09-20 13:27:48,40.4,-3.68333
1205,1608136807504139937_6047137056,2017-09-20 13:27:48,40.4,-3.68333
1206,1608136628356784546_331233570,2017-09-20 13:27:26,40.410905,-3.692897
1207,1608136550076258730_293551089,2017-09-20 13:27:17,40.4,-3.68333
1208,1608136543154475389_2351635528,2017-09-20 13:27:16,40.4,-3.68333
1209,1608136531561973108_2520670368,2017-09-20 13:27:15,40.429411,-3.724281
1210,1608136500254373736_313741802,2017-09-20 13:27:11,40.411070579405,-3.6830847771771
1212,1608136494224393462_1671601848,2017-09-20 13:27:10,40.414354,-3.682823
1213,1608136418985975777_206715442,2017-09-20 13:27:01,40.41273,-3.70171
1215,1608136407954922353_1984440605,2017-09-20 13:27:00,40.40625,-3.6828001
1216,1608136390072003733_218495629,2017-09-20 13:26:58,40.415556,-3.714444
1217,1608136381002271156_40280209,2017-09-20 13:26:57,40.4,-3.68333
1218,1608136313582797519_509400741,2017-09-20 13:26:49,40.4,-3.68333
1219,1608136296690083535_1102492130,2017-09-20 13:26:47,40.41562,-3.70862
1220,1608136225302851990_340555376,2017-09-20 13:26:38,40.452937259887,-3.688770173838
1221,1608136190715566856_1450899958,2017-09-20 13:26:34,40.4,-3.68333
1223,1608136176372088669_270423164,2017-09-20 13:26:32,40.43783,-3.68396
1224,1608136170616041685_2533859507,2017-09-20 13:26:32,40.418017318363,-3.6800980567932
1225,1608136142482302384_311516050,2017-09-20 13:26:28,40.4,-3.68333
1227,1608136116970507540_5820325754,2017-09-20 13:26:25,40.4,-3.68333
1228,1608136072645516069_3425427077,2017-09-20 13:26:20,40.4,-3.68333
1229,1608136061329789582_2525091810,2017-09-20 13:26:19,40.4,-3.68333
1230,1608136016694501850_324315152,2017-09-20 13:26:13,40.408052467678,-3.7019633998318
1232,1608136005553087005_3820724905,2017-09-20 13:26:12,40.4268876,-3.69974947
1233,1608135982394028197_5854878069,2017-09-20 13:26:09,40.4,-3.68333
1234,1608135972780765505_1557412731,2017-09-20 13:26:08,40.426681342992,-3.6871554783155
1236,1608135917858968249_1546835409,2017-09-20 13:26:01,40.4,-3.68333
1237,1608135903800616551_223709345,2017-09-20 13:26:00,40.4,-3.68333
1240,1608135895881724197_6026346425,2017-09-20 13:25:59,40.4,-3.68333
1241,1608135874767032624_582401965,2017-09-20 13:25:56,40.41776,-3.70027
1242,1608135854893678025_1718083403,2017-09-20 13:25:54,40.423794,-3.724436
1243,1608135850533011073_5349533724,2017-09-20 13:25:53,40.4,-3.68333
1245,1608135743662694519_417416690,2017-09-20 13:25:41,40.4105386,-3.7283862
1246,1608135742168453164_4238005979,2017-09-20 13:25:41,40.4,-3.68333
1247,1608135712138313612_175473988,2017-09-20 13:25:37,40.44274,-3.71318
1248,1608135573784439462_318482203,2017-09-20 13:25:20,40.4,-3.68333
1249,1608135526430709234_273370027,2017-09-20 13:25:15,40.4,-3.68333
1250,1608135373758539958_218495629,2017-09-20 13:24:57,40.4,-3.68333
1251,1608135332218266796_4298068769,2017-09-20 13:24:52,40.4,-3.68333
1252,1608135316716007524_619704253,2017-09-20 13:24:50,40.4,-3.68333
1253,1608135263649645594_251945924,2017-09-20 13:24:44,40.4,-3.68333
1255,1608135208409550462_4457908118,2017-09-20 13:24:37,40.4,-3.68333
1257,1608135206027908047_1563093520,2017-09-20 13:24:37,40.415585183142,-3.7101575732231
1258,1608135169008760417_5500308424,2017-09-20 13:24:32,40.41116691,-3.6898015
1259,1608135084343090305_1772790421,2017-09-20 13:24:22,40.4354299,-3.69147
1260,1608135006529788775_587548307,2017-09-20 13:24:13,40.4,-3.68333
